symbol,event_date,open_price,close_price,high_price,low_price,total_volume,total_trade_value,avg_price,daily_return_pct
ANZ,2025-02-07,175.76,174.68,180.87,171.55,4383341,770989054.88,175.94583815028903,-0.61
ANZ,2025-02-08,172.59,179.64,180.44,168.91,4088043,714403442.61,174.83671140939597,4.08
ANZ,2025-02-09,178.24,176.98,182.36,172.33,3122687,553764998.11,177.21768656716418,-0.71
ANZ,2025-02-10,177.0,174.88,182.68,173.99,3665208,653313615.53,178.31531914893617,-1.2
ANZ,2025-02-11,176.63,173.26,181.06,172.62,2249177,395842900.28000003,176.0258695652174,-1.91
BHP,2025-01-01,144.68,148.34,151.49,142.09,4041383,596625857.66,147.42929936305734,2.53
BHP,2025-01-02,146.62,147.41,152.27,141.21,3357499,493921655.59,147.13735294117646,0.54
BHP,2025-01-03,144.06,143.68,149.97,139.85,3430500,495528007.31,144.47356643356645,-0.26
BHP,2025-01-04,146.02,146.34,150.8,141.14,3684718,533711883.76,144.83557142857143,0.22
BHP,2025-01-05,144.1,148.75,152.12,142.52,4074860,599345967.87,147.25878378378377,3.23
BHP,2025-01-06,146.04,145.21,152.08,140.33,3789377,555502560.33,146.8457746478873,-0.57
BHP,2025-01-07,145.64,143.88,149.96,139.19,3478858,502855348.71,144.53598591549297,-1.21
BHP,2025-01-08,144.83,145.92,150.56,140.34,3587377,520232802.3,144.9734193548387,0.75
BHP,2025-01-09,145.1,147.79,151.57,144.09,3517199,518119779.47,147.42751824817518,1.85
BHP,2025-01-10,147.28,143.89,152.45,141.06,3718928,545192573.92,146.83359712230214,-2.3
BHP,2025-01-11,145.63,144.95,148.72,140.43,3538496,510693329.62,144.18194244604317,-0.47
BHP,2025-01-12,143.97,145.4,151.08,139.92,3329795,484418763.03,145.47211678832116,0.99
BHP,2025-01-13,147.51,146.65,151.39,143.37,4179009,617239353.49,147.61449367088608,-0.58
BHP,2025-01-14,145.27,148.4,150.64,141.94,3734554,546661450.31,146.5967361111111,2.15
BHP,2025-01-15,142.74,141.97,149.09,139.43,3845282,553904443.22,144.06043795620437,-0.54
BHP,2025-01-16,140.68,144.45,150.67,140.43,3377834,490572367.98,145.17195652173913,2.68
BHP,2025-01-17,146.42,150.44,151.56,141.47,3839666,565888934.66,147.3965986394558,2.75
BHP,2025-01-18,149.68,145.99,150.82,142.35,3978979,582464255.0,146.40019480519481,-2.47
BHP,2025-01-19,145.78,143.53,148.23,140.49,3704736,534156543.64,144.1885616438356,-1.54
BHP,2025-01-20,143.27,148.93,150.07,141.3,3831538,557660602.74,145.42762589928057,3.95
BHP,2025-01-21,147.77,146.76,152.73,142.98,3377435,498656891.81,147.6362676056338,-0.68
BHP,2025-01-22,145.48,145.31,150.2,142.04,3397413,496105322.29,146.06274074074074,-0.12
BHP,2025-01-23,146.74,146.04,149.07,136.93,2905184,419522498.67,144.43381355932203,-0.48
BHP,2025-01-24,144.6,146.71,152.32,140.5,4171018,607513857.4,145.627987012987,1.46
BHP,2025-01-25,146.2,149.14,153.06,144.0,3908326,577102348.42,147.78311594202899,2.01
BHP,2025-01-26,146.35,143.11,152.24,141.97,3817980,557418750.13,145.80437086092715,-2.21
BHP,2025-01-27,146.52,143.35,149.73,140.07,3493854,503853117.17,144.10943262411348,-2.16
BHP,2025-01-28,142.17,148.36,151.2,139.69,3126742,456243462.96,145.97141791044774,4.35
BHP,2025-01-29,146.42,149.97,152.39,142.71,3815541,564059718.27,147.86897959183673,2.42
BHP,2025-01-30,147.3,145.45,150.14,140.63,3388745,493989965.22,145.87323529411765,-1.26
BHP,2025-01-31,144.22,139.38,150.48,139.38,3613819,521597630.65,144.21095588235292,-3.36
BHP,2025-02-01,144.79,150.05,151.91,141.19,3538188,517535604.62,146.32079470198676,3.63
BHP,2025-02-02,149.3,147.18,152.23,142.18,3622186,535555434.9,147.87434482758619,-1.42
BHP,2025-02-03,145.47,143.61,151.41,140.58,4016389,583274727.74,145.37237179487178,-1.28
BHP,2025-02-04,142.64,147.06,148.62,139.89,3781833,546132029.49,144.36693333333335,3.1
BHP,2025-02-05,142.98,148.64,150.88,141.09,4126876,603829067.73,146.13463087248323,3.96
BHP,2025-02-06,146.89,147.79,151.85,143.29,3643699,537443098.21,147.4051655629139,0.61
BHP,2025-02-07,143.92,143.47,150.45,140.84,3932096,572030730.84,145.5099342105263,-0.31
BHP,2025-02-08,144.47,143.71,149.45,140.17,3362157,484066015.11,143.91456692913388,-0.53
BHP,2025-02-09,143.13,147.08,151.01,142.34,3939243,577846458.38,146.5746103896104,2.76
BHP,2025-02-10,147.47,145.34,152.24,143.05,3304943,488155470.99,147.80355371900825,-1.44
BHP,2025-02-11,143.47,147.27,153.05,140.99,2326837,339259110.86,145.56604651162792,2.65
CBA,2025-01-01,36.54,41.22,42.47,32.4,4418111,166544171.17,37.90966887417218,12.81
CBA,2025-01-02,39.35,35.71,42.42,33.02,3875938,147771079.52,38.10574468085106,-9.25
CBA,2025-01-03,33.99,37.24,41.11,30.0,4043364,142949565.0,35.44132867132867,9.56
CBA,2025-01-04,32.79,40.91,40.91,30.9,3901748,139490716.3,35.68676056338028,24.76
CBA,2025-01-05,36.87,41.02,42.97,32.33,3268821,125257440.66,38.450296296296294,11.26
CBA,2025-01-06,38.55,35.34,44.78,32.47,3268924,123676157.47,37.82661654135338,-8.33
CBA,2025-01-07,36.55,35.26,40.74,30.11,3589733,125907715.12,35.24194444444444,-3.53
CBA,2025-01-08,32.65,36.94,40.78,31.35,3541228,125729262.3,35.610882352941175,13.14
CBA,2025-01-09,38.25,40.29,43.65,33.48,4112741,158672266.06,38.50532467532467,5.33
CBA,2025-01-10,36.45,37.1,43.51,32.41,3879392,146435781.65,37.57421768707483,1.78
CBA,2025-01-11,33.67,35.09,40.8,31.27,2719570,95135448.77,34.983879310344825,4.22
CBA,2025-01-12,33.4,38.65,40.66,31.59,3814804,138050458.0,36.05348993288591,15.72
CBA,2025-01-13,37.11,41.85,43.42,32.79,4044402,155091602.91,38.34147651006712,12.77
CBA,2025-01-14,37.08,35.94,42.51,32.16,3283348,122824795.36,37.463262411347515,-3.07
CBA,2025-01-15,37.17,34.51,38.88,30.34,3702495,130215283.62,35.24310344827586,-7.16
CBA,2025-01-16,35.49,39.67,41.68,30.68,4185331,151559124.19,36.13668789808917,11.78
CBA,2025-01-17,38.08,33.67,42.67,33.04,3873014,148920123.78,38.4978231292517,-11.58
CBA,2025-01-18,36.76,37.14,43.35,32.29,3501782,131219823.5,37.35021739130435,1.03
CBA,2025-01-19,33.17,30.13,40.45,30.13,3481547,122791907.03,35.25528169014085,-9.16
CBA,2025-01-20,36.16,39.03,41.01,30.43,3626648,131541512.4,36.2944966442953,7.94
CBA,2025-01-21,36.83,39.99,43.88,34.58,3981222,154231409.27,38.815625,8.58
CBA,2025-01-22,37.85,37.92,42.5,32.08,3009772,111773374.09,37.11671875,0.18
CBA,2025-01-23,36.43,33.14,39.71,30.3,3587672,124875155.36,34.94647482014389,-9.03
CBA,2025-01-24,33.3,41.68,42.43,31.71,3473738,127004855.59,36.697785714285715,25.17
CBA,2025-01-25,38.84,36.4,42.95,34.77,3648786,140343786.18,38.49875862068966,-6.28
CBA,2025-01-26,35.35,34.08,42.73,31.98,4321755,158286839.95,36.54160256410256,-3.59
CBA,2025-01-27,36.17,36.7,40.31,29.08,2998770,104438010.36,34.92755905511811,1.47
CBA,2025-01-28,35.27,37.06,40.63,32.18,4271606,156502100.57,36.720314465408805,5.08
CBA,2025-01-29,40.86,37.53,43.72,33.95,3815056,147127137.45,38.52751724137931,-8.15
CBA,2025-01-30,37.81,34.31,41.85,31.23,3638346,133711055.13,36.72172185430464,-9.26
CBA,2025-01-31,37.13,36.68,39.42,29.66,3676271,129718335.25,35.0762962962963,-1.21
CBA,2025-02-01,37.97,38.06,42.25,32.35,3519978,131485695.04,37.22905797101449,0.24
CBA,2025-02-02,40.35,39.29,43.55,33.57,3810952,146737567.49,38.4325,-2.63
CBA,2025-02-03,40.16,33.81,41.77,32.56,3584081,130677484.08,36.61573643410853,-15.81
CBA,2025-02-04,33.69,37.56,39.07,29.43,3675395,128500985.16,34.90846153846154,11.49
CBA,2025-02-05,39.69,37.82,42.66,31.8,3941362,147292164.11,37.425562913907285,-4.71
CBA,2025-02-06,36.49,40.29,43.15,32.42,4271683,164929337.92,38.578427672955975,10.41
CBA,2025-02-07,34.92,34.69,40.68,31.68,3186322,115410578.01,36.18087301587302,-0.66
CBA,2025-02-08,34.63,34.8,39.16,30.48,3758720,131873659.49,35.181744966442956,0.49
CBA,2025-02-09,32.56,41.34,43.42,32.56,3819032,143390183.12,37.59954248366013,26.97
CBA,2025-02-10,36.89,35.82,43.58,34.19,3797708,146910651.73,38.57221428571428,-2.9
CBA,2025-02-11,36.25,38.74,41.6,30.3,2813311,103390362.97,36.6,6.87
CSL,2025-01-01,107.2,109.4,114.67,105.56,3144597,345946757.16,109.88515625,2.05
CSL,2025-01-02,106.77,108.32,113.97,104.05,3749715,411213326.3,109.69,1.45
CSL,2025-01-03,107.97,106.98,112.85,100.31,3999508,429258277.41,107.22320987654321,-0.92
CSL,2025-01-04,104.86,108.77,111.2,102.99,3695239,396040948.06,107.28344827586207,3.73
CSL,2025-01-05,109.35,112.05,115.16,105.84,4294585,472870649.27,110.00764331210192,2.47
CSL,2025-01-06,110.73,108.47,114.26,104.98,3534476,387432116.79,109.58702290076336,-2.04
CSL,2025-01-07,108.59,105.44,112.9,101.65,3230473,345379817.28,106.8736440677966,-2.9
CSL,2025-01-08,106.61,104.49,113.75,103.04,3568238,384351327.92,107.64455782312925,-1.99
CSL,2025-01-09,111.39,109.76,115.6,103.33,3836129,422482931.45,110.07531645569621,-1.46
CSL,2025-01-10,108.61,106.74,114.11,105.27,3407901,372753365.9,109.267299270073,-1.72
CSL,2025-01-11,108.83,108.2,111.3,102.29,4064311,433621849.04,106.79693251533743,-0.58
CSL,2025-01-12,106.64,110.03,113.39,103.0,4112809,443075983.28000003,107.70086956521739,3.18
CSL,2025-01-13,107.65,109.54,114.85,105.4,3383797,372071533.56,109.92133333333332,1.76
CSL,2025-01-14,108.81,106.13,114.59,102.26,3605685,392287005.34,108.92135714285715,-2.46
CSL,2025-01-15,105.8,107.72,111.66,101.3,3344283,357226662.48,106.87225563909774,1.81
CSL,2025-01-16,104.87,111.39,113.43,103.27,3704019,398620082.61,107.76571428571428,6.22
CSL,2025-01-17,108.93,112.03,114.36,105.96,3660080,403091173.75,110.16873239436619,2.85
CSL,2025-01-18,108.66,110.39,114.77,103.29,3387989,369181087.03,109.00207407407407,1.59
CSL,2025-01-19,104.49,106.77,111.74,100.75,3523648,375952633.13,106.54915492957745,2.18
CSL,2025-01-20,108.52,108.23,113.27,103.76,4606914,499692797.2,108.40082840236687,-0.27
CSL,2025-01-21,109.87,114.46,114.87,105.5,3869014,427110746.2,110.40040540540541,4.18
CSL,2025-01-22,110.41,109.38,113.44,103.1,3983598,433753812.75,108.89047297297297,-0.93
CSL,2025-01-23,107.33,107.06,111.31,102.08,3680232,393750670.72,106.99412162162162,-0.25
CSL,2025-01-24,109.22,110.3,112.75,103.59,4141255,449079360.51,108.4455629139073,0.99
CSL,2025-01-25,110.98,109.15,115.3,105.53,3315397,366510846.45,110.54786259541986,-1.65
CSL,2025-01-26,107.48,105.01,112.69,101.71,3653051,396746562.36,108.60021126760563,-2.3
CSL,2025-01-27,104.02,109.1,112.38,101.51,3668202,391142343.81,106.73407894736842,4.88
CSL,2025-01-28,106.24,110.29,113.53,104.14,3756613,407215601.06,108.52940789473685,3.81
CSL,2025-01-29,107.01,109.11,115.08,103.26,3448957,380728002.9,110.33611940298508,1.96
CSL,2025-01-30,110.02,105.43,112.51,102.79,3278528,354153867.32,108.06070921985815,-4.17
CSL,2025-01-31,109.14,107.98,111.3,102.38,3468030,370412128.98,106.79092307692308,-1.06
CSL,2025-02-01,106.47,109.21,112.95,102.41,3560224,387022502.16,108.59551724137931,2.57
CSL,2025-02-02,110.23,110.5,113.84,105.95,3952337,436386787.33,110.30814285714285,0.24
CSL,2025-02-03,110.99,108.75,113.31,102.44,3116544,336385746.74,107.95324786324787,-2.02
CSL,2025-02-04,107.88,104.79,111.09,102.85,3666329,392193802.0,106.86601398601398,-2.86
CSL,2025-02-05,106.58,113.05,115.79,102.71,4257080,463598764.09,108.91685185185185,6.07
CSL,2025-02-06,110.27,110.17,115.1,104.51,3219088,354995513.72,110.25714285714285,-0.09
CSL,2025-02-07,108.54,105.75,111.69,103.95,3674202,395871163.6,107.7131506849315,-2.57
CSL,2025-02-08,109.03,105.8,112.51,102.85,3660758,392181703.0,106.96706766917293,-2.96
CSL,2025-02-09,109.37,109.51,113.56,104.02,3569862,389798602.15,109.06517482517482,0.13
CSL,2025-02-10,107.42,107.98,113.87,105.61,4071026,447666141.29,110.06025806451613,0.52
CSL,2025-02-11,112.07,108.46,113.03,104.56,2357310,254170939.53,107.8753125,-3.22
MQG,2025-01-01,67.61,68.49,73.06,62.94,3683326,249267618.02,67.69693333333333,1.3
MQG,2025-01-02,68.02,67.08,72.09,63.09,4314759,292317041.02,67.75057692307692,-1.38
MQG,2025-01-03,67.07,65.01,72.12,61.92,3489120,228496685.92,65.54253424657534,-3.07
MQG,2025-01-04,63.29,64.58,70.15,59.32,3402645,222649217.48,65.39489051094891,2.04
MQG,2025-01-05,68.54,68.16,73.24,63.99,3513986,238814329.8,68.07553956834532,-0.55
MQG,2025-01-06,68.39,67.09,72.73,61.88,4431585,299109589.13,67.54257309941521,-1.9
MQG,2025-01-07,64.21,63.64,70.36,60.18,3518775,229307453.16,65.18602941176471,-0.89
MQG,2025-01-08,65.68,65.09,70.04,59.84,3195677,209987046.54,65.66535433070867,-0.9
MQG,2025-01-09,67.95,68.94,74.2,63.78,3995794,273974078.88,68.54434782608695,1.46
MQG,2025-01-10,71.21,67.6,74.61,60.91,3689480,249354225.93,67.47925170068028,-5.07
MQG,2025-01-11,63.89,66.72,69.11,60.21,3431954,223328657.93,64.95759124087591,4.43
MQG,2025-01-12,65.45,67.03,74.09,61.48,3729238,245640537.87,66.10211678832117,2.41
MQG,2025-01-13,69.75,66.94,73.05,63.61,3774886,257729086.77,68.19717105263157,-4.03
MQG,2025-01-14,67.39,66.35,72.8,63.21,3664495,247048169.59,67.43333333333334,-1.54
MQG,2025-01-15,69.05,63.93,70.69,60.8,3383011,220014664.24,65.06157480314961,-7.41
MQG,2025-01-16,65.5,66.77,70.5,60.94,3267188,217303942.72,66.37226277372262,1.94
MQG,2025-01-17,67.04,67.54,74.08,63.98,4116959,280790422.22,68.2019375,0.75
MQG,2025-01-18,68.6,63.74,73.29,62.78,3254431,217486079.1,66.94974358974359,-7.08
MQG,2025-01-19,66.96,63.3,69.22,59.86,3322217,214811016.15,64.73291044776118,-5.47
MQG,2025-01-20,64.26,66.57,71.58,61.9,3536567,233989095.66,66.19157894736841,3.59
MQG,2025-01-21,65.64,70.36,73.3,63.38,3398225,232219475.86,68.44149999999999,7.19
MQG,2025-01-22,66.79,63.4,71.59,63.19,4104940,275002367.72,66.95062937062937,-5.08
MQG,2025-01-23,64.76,65.21,70.16,60.08,3699345,240996882.34,64.98909722222223,0.69
MQG,2025-01-24,64.24,67.43,70.97,62.49,3365987,223253794.2,66.42347826086957,4.97
MQG,2025-01-25,69.72,66.67,72.99,64.98,4039074,276619718.03,68.52136054421769,-4.37
MQG,2025-01-26,65.26,64.22,72.14,61.72,3235325,214329452.76,66.25689075630252,-1.59
MQG,2025-01-27,66.0,65.3,69.29,60.2,3986135,259316987.52,65.10276729559749,-1.06
MQG,2025-01-28,69.35,66.03,73.13,61.39,3734124,248508013.72,66.48385714285715,-4.79
MQG,2025-01-29,70.78,65.41,72.13,62.9,3674297,250564817.9,68.19173611111111,-7.59
MQG,2025-01-30,67.05,61.32,72.36,60.89,3498789,232399838.85,66.64905797101449,-8.55
MQG,2025-01-31,66.57,68.69,70.06,60.68,4227315,274614578.46,65.08546583850932,3.18
MQG,2025-02-01,65.83,68.34,72.37,62.47,3766524,250896227.98,66.70202797202796,3.81
MQG,2025-02-02,68.72,65.7,74.48,64.0,3834292,262017788.07999998,68.3869387755102,-4.39
MQG,2025-02-03,66.7,64.75,70.37,60.53,3716785,245287562.36,66.05039735099338,-2.92
MQG,2025-02-04,66.2,65.99,69.93,59.91,4270279,276677020.94,64.803125,-0.32
MQG,2025-02-05,65.11,69.23,71.68,62.99,3630697,243454653.89,67.07873333333333,6.33
MQG,2025-02-06,71.15,65.01,71.99,64.85,3612207,246623023.37,68.32156028368794,-8.63
MQG,2025-02-07,66.13,64.39,72.52,60.35,4378789,289137137.48,65.91333333333333,-2.63
MQG,2025-02-08,67.97,66.17,69.86,61.01,3479975,225477601.05,64.91529850746268,-2.65
MQG,2025-02-09,64.77,69.53,71.66,62.61,3819711,257807625.03,67.39846715328467,7.35
MQG,2025-02-10,66.26,65.06,72.85,64.41,3824038,262073332.01,68.4151048951049,-1.81
MQG,2025-02-11,68.64,65.94,69.91,60.95,2257375,150377782.36,66.61,-3.93
NAB,2025-01-01,135.27,140.64,143.61,133.49,3599681,497277087.45,138.27986666666666,3.97
NAB,2025-01-02,137.12,134.91,143.63,133.31,3674804,509047262.33,138.46098591549296,-1.61
NAB,2025-01-03,136.99,134.48,141.32,130.95,4272847,579643702.71,135.63018518518518,-1.83
NAB,2025-01-04,134.95,137.71,140.12,131.71,4017876,546086356.75,135.92999999999998,2.05
NAB,2025-01-05,138.41,139.37,142.42,134.21,3817356,529693059.35,138.6931506849315,0.69
NAB,2025-01-06,138.74,136.6,143.24,133.45,4475668,619056073.69,138.36082872928176,-1.54
NAB,2025-01-07,135.67,134.5,141.36,129.62,3686771,499594267.5,135.5572857142857,-0.86
NAB,2025-01-08,138.14,139.92,140.61,129.78,3358058,458395094.56,136.42355555555557,1.29
NAB,2025-01-09,137.76,137.73,143.55,132.96,3474422,482667420.26,138.8326241134752,-0.02
NAB,2025-01-10,135.46,134.98,143.29,133.8,3558167,491075674.4,138.04314285714287,-0.35
NAB,2025-01-11,134.95,136.85,140.19,129.55,3698126,501939288.79,135.67345588235295,1.41
NAB,2025-01-12,135.4,138.2,140.45,131.49,3799418,516882550.45,136.1248888888889,2.07
NAB,2025-01-13,137.15,138.61,142.72,134.88,3512922,487541276.86,138.61604166666666,1.06
NAB,2025-01-14,134.44,137.41,143.1,133.29,3756020,516762617.25,137.54744827586208,2.21
NAB,2025-01-15,138.52,132.87,141.88,130.92,3717078,503699148.06,135.50328947368422,-4.08
NAB,2025-01-16,135.59,138.37,141.09,131.59,3645927,497553497.91,136.38992700729926,2.05
NAB,2025-01-17,139.93,137.36,143.41,135.08,3510359,487288261.58,138.8521985815603,-1.84
NAB,2025-01-18,139.78,135.04,142.48,133.06,4157895,572640111.9,137.70675,-3.39
NAB,2025-01-19,138.24,137.2,139.93,130.39,3231584,437127783.21999997,135.20499999999998,-0.75
NAB,2025-01-20,133.61,139.84,142.58,131.19,3757577,513722583.1,136.648,4.66
NAB,2025-01-21,135.68,138.11,142.99,134.18,3856838,535879308.35,139.00527027027027,1.79
NAB,2025-01-22,141.92,136.8,141.92,133.06,4005207,550553279.68,137.5040506329114,-3.61
NAB,2025-01-23,134.64,138.15,139.73,130.44,3763390,509277366.76,135.38465277777777,2.61
NAB,2025-01-24,138.64,139.81,143.57,132.62,3706987,507910218.74,137.0717105263158,0.84
NAB,2025-01-25,137.07,139.15,144.65,133.26,3312403,459546798.98,138.67692913385827,1.52
NAB,2025-01-26,141.02,135.08,142.57,131.91,3450514,473538612.61,137.15163120567377,-4.21
NAB,2025-01-27,132.48,134.16,140.76,130.07,3886326,524130108.41,134.98320261437908,1.27
NAB,2025-01-28,137.65,140.32,142.58,129.13,3710906,509556681.38,137.25308823529411,1.94
NAB,2025-01-29,138.48,138.81,144.61,134.99,3922100,545184057.8,139.101045751634,0.24
NAB,2025-01-30,139.16,135.39,141.68,132.21,3897338,535029650.08,137.34366666666665,-2.71
NAB,2025-01-31,136.02,138.17,140.03,130.47,3655588,494875506.35,135.28457142857144,1.58
NAB,2025-02-01,135.43,137.94,142.08,131.77,3712934,509444593.44,137.23485507246377,1.85
NAB,2025-02-02,137.86,140.47,144.71,132.79,4040424,560713082.32,138.76287581699347,1.89
NAB,2025-02-03,138.04,133.99,144.44,131.05,3574936,489194306.96,136.78092857142857,-2.93
NAB,2025-02-04,137.08,135.55,139.7,130.49,3852552,522033548.21,135.52713333333332,-1.12
NAB,2025-02-05,133.88,138.22,142.47,132.86,3435237,472493266.56,137.63371212121214,3.24
NAB,2025-02-06,141.27,137.02,144.04,133.66,3200488,445570256.07,139.26318518518516,-3.01
NAB,2025-02-07,137.84,135.18,141.84,131.14,3164344,432225874.39,136.5785606060606,-1.93
NAB,2025-02-08,133.85,136.9,140.52,130.74,3235796,438186343.34,135.39125925925924,2.28
NAB,2025-02-09,134.15,135.03,143.19,132.37,3713936,510856017.96,137.57689655172416,0.66
NAB,2025-02-10,144.5,136.22,144.5,134.0,3781682,524401275.32,138.60802631578946,-5.73
NAB,2025-02-11,140.03,132.27,141.32,132.27,2593104,355268743.64,136.8639393939394,-5.54
TLS,2025-01-01,33.84,40.24,42.95,31.62,3737250,139950679.46,37.360845070422535,18.91
TLS,2025-01-02,40.59,36.49,42.55,31.58,3505350,130177260.26,37.18948905109489,-10.1
TLS,2025-01-03,34.7,33.92,39.95,29.49,3756980,132347881.42,35.1777536231884,-2.25
TLS,2025-01-04,34.62,38.04,40.04,29.37,3680868,128724336.49,35.06598591549296,9.88
TLS,2025-01-05,36.99,37.47,41.38,34.3,3001904,112774703.46,37.568225806451615,1.3
TLS,2025-01-06,39.97,34.71,41.6,31.2,3882315,144619242.31,37.08152317880795,-13.16
TLS,2025-01-07,35.37,33.92,39.51,30.06,3964937,138207666.67,34.80557046979865,-4.1
TLS,2025-01-08,33.0,36.4,41.17,30.87,3547301,125412100.68,35.461007751937984,10.3
TLS,2025-01-09,36.99,38.32,41.74,32.7,3758870,141632511.96,37.56552447552448,3.6
TLS,2025-01-10,42.38,36.49,42.38,32.17,3838306,142162622.12,37.075362318840575,-13.9
TLS,2025-01-11,35.22,35.1,39.55,30.54,4151906,144305639.35999998,34.6394375,-0.34
TLS,2025-01-12,37.68,35.93,40.98,29.42,3025633,106627502.17,35.3120895522388,-4.64
TLS,2025-01-13,34.95,37.3,42.26,32.92,3928278,148299460.0,37.780728476821196,6.72
TLS,2025-01-14,34.91,34.58,41.28,31.91,3553886,129038758.31,36.35821428571428,-0.95
TLS,2025-01-15,32.81,35.97,40.03,29.61,3620244,125052354.2,34.44755102040816,9.63
TLS,2025-01-16,34.93,36.26,39.21,31.86,3770767,134528697.41,35.54425,3.81
TLS,2025-01-17,35.38,39.02,42.13,32.42,3537864,132512829.9,37.618896551724134,10.29
TLS,2025-01-18,37.8,36.12,41.54,31.41,3913386,142758341.38,36.52741258741259,-4.44
TLS,2025-01-19,32.26,32.04,38.96,29.84,2815184,96793289.16,34.30966386554622,-0.68
TLS,2025-01-20,38.18,36.0,41.03,29.39,3176252,113354672.34,35.5475,-5.71
TLS,2025-01-21,36.49,38.44,42.33,33.96,3800805,143359268.22,37.75191489361703,5.34
TLS,2025-01-22,36.97,35.24,40.17,31.48,3744475,136873654.38,36.52480769230769,-4.68
TLS,2025-01-23,34.31,32.73,38.71,29.11,3854053,132028295.75,34.222585034013605,-4.61
TLS,2025-01-24,33.32,39.41,40.38,30.9,3595321,128257457.15,35.70744680851064,18.28
TLS,2025-01-25,36.27,36.08,42.66,33.14,3752878,142303644.56,37.78034013605442,-0.52
TLS,2025-01-26,38.32,36.95,41.46,31.05,3398311,123530352.76,36.308120300751874,-3.58
TLS,2025-01-27,34.09,35.92,39.26,28.17,3665392,126382806.7,34.46072847682119,5.37
TLS,2025-01-28,36.08,38.28,41.12,30.97,3614329,131991292.68,36.441655172413796,6.1
