event_timestamp,city,temperature_c,humidity_pct,wind_kmh
2025-01-02 18:00:00,Adelaide,17.8,37,12.8
2025-01-02 19:00:00,Adelaide,25.6,75,12.4
2025-01-02 20:00:00,Sydney,14.5,46,9.1
2025-01-02 21:00:00,Adelaide,17.4,52,8.4
2025-01-02 22:00:00,Perth,17.9,77,9.9
2025-01-02 23:00:00,Sydney,25.7,72,4.0
2025-01-03 00:00:00,Melbourne,24.2,88,23.2
2025-01-03 01:00:00,Sydney,24.1,69,38.4
2025-01-03 02:00:00,Perth,23.6,91,1.6
2025-01-03 03:00:00,Brisbane,15.7,87,28.0
2025-01-03 04:00:00,Sydney,14.5,35,22.7
2025-01-03 05:00:00,Brisbane,22.9,78,11.5
2025-01-03 06:00:00,Brisbane,26.0,51,32.0
2025-01-03 07:00:00,Perth,28.0,80,14.9
2025-01-03 08:00:00,Perth,17.5,49,8.7
2025-01-03 09:00:00,Adelaide,9.7,69,38.0
2025-01-03 10:00:00,Brisbane,26.8,48,17.5
2025-01-03 11:00:00,Adelaide,26.4,70,20.9
2025-01-03 12:00:00,Adelaide,18.6,57,4.9
2025-01-03 13:00:00,Brisbane,20.4,50,18.9
2025-01-03 14:00:00,Melbourne,20.8,82,9.3
2025-01-03 15:00:00,Sydney,16.3,81,1.5
2025-01-03 16:00:00,Perth,19.8,72,5.4
2025-01-03 17:00:00,Adelaide,25.5,44,49.8
2025-01-03 18:00:00,Melbourne,20.3,45,9.2
2025-01-03 19:00:00,Adelaide,6.2,49,9.6
2025-01-03 20:00:00,Melbourne,17.7,61,26.2
2025-01-03 21:00:00,Melbourne,24.2,89,28.8
2025-01-03 22:00:00,Brisbane,14.7,87,17.3
2025-01-03 23:00:00,Perth,21.0,74,18.9
2025-01-04 00:00:00,Melbourne,24.2,38,22.9
2025-01-04 01:00:00,Brisbane,18.4,40,9.4
2025-01-04 02:00:00,Perth,17.5,63,4.7
2025-01-04 03:00:00,Adelaide,20.6,73,8.1
2025-01-04 04:00:00,Perth,30.7,87,9.3
2025-01-04 05:00:00,Adelaide,24.6,92,8.0
2025-01-04 06:00:00,Melbourne,15.9,62,15.9
2025-01-04 07:00:00,Sydney,14.1,83,8.0
2025-01-04 08:00:00,Sydney,31.0,57,33.6
2025-01-04 09:00:00,Adelaide,21.0,63,7.2
2025-01-04 10:00:00,Brisbane,27.6,93,4.4
2025-01-04 11:00:00,Brisbane,20.9,35,2.4
2025-01-04 12:00:00,Sydney,19.7,79,4.3
2025-01-04 13:00:00,Perth,23.3,40,12.4
2025-01-04 14:00:00,Sydney,23.6,50,3.8
2025-01-04 15:00:00,Melbourne,30.5,85,4.5
2025-01-04 16:00:00,Brisbane,20.6,92,10.0
2025-01-04 17:00:00,Brisbane,23.0,78,5.2
2025-01-04 18:00:00,Melbourne,20.5,81,7.3
2025-01-04 19:00:00,Adelaide,9.1,48,11.6
2025-01-04 20:00:00,Brisbane,28.9,61,13.6
2025-01-04 21:00:00,Melbourne,20.2,89,6.4
2025-01-04 22:00:00,Brisbane,21.8,37,38.9
2025-01-04 23:00:00,Adelaide,22.7,90,10.1
2025-01-05 00:00:00,Adelaide,19.6,37,11.6
2025-01-05 01:00:00,Brisbane,25.8,39,5.2
2025-01-05 02:00:00,Adelaide,26.3,84,12.8
2025-01-05 03:00:00,Sydney,17.5,80,13.2
2025-01-05 04:00:00,Perth,17.5,86,5.8
2025-01-05 05:00:00,Sydney,21.0,68,4.8
2025-01-05 06:00:00,Adelaide,21.4,53,4.5
2025-01-05 07:00:00,Perth,22.0,45,11.8
2025-01-05 08:00:00,Sydney,29.2,53,18.6
2025-01-05 09:00:00,Adelaide,22.5,78,11.0
2025-01-05 10:00:00,Perth,19.0,51,11.2
2025-01-05 11:00:00,Brisbane,23.6,75,6.0
2025-01-05 12:00:00,Sydney,27.5,77,4.4
2025-01-05 13:00:00,Perth,18.7,55,7.2
2025-01-05 14:00:00,Brisbane,21.5,69,15.1
2025-01-05 15:00:00,Perth,10.9,89,7.6
2025-01-05 16:00:00,Perth,18.3,57,4.2
2025-01-05 17:00:00,Sydney,23.7,88,8.3
2025-01-05 18:00:00,Sydney,24.6,36,6.7
2025-01-05 19:00:00,Brisbane,21.0,90,35.0
2025-01-05 20:00:00,Sydney,16.4,38,7.7
2025-01-05 21:00:00,Sydney,22.8,85,17.1
2025-01-05 22:00:00,Melbourne,16.6,83,12.2
2025-01-05 23:00:00,Perth,24.2,39,0.8
2025-01-06 00:00:00,Brisbane,22.6,88,10.7
2025-01-06 01:00:00,Sydney,15.6,48,4.9
2025-01-06 02:00:00,Sydney,14.1,82,41.3
2025-01-06 03:00:00,Sydney,16.3,45,17.9
2025-01-06 04:00:00,Perth,13.2,59,10.0
2025-01-06 05:00:00,Sydney,22.8,59,53.3
2025-01-06 06:00:00,Brisbane,22.4,81,2.8
2025-01-06 07:00:00,Melbourne,21.4,35,17.8
2025-01-06 08:00:00,Brisbane,20.4,53,20.3
2025-01-06 09:00:00,Sydney,25.4,92,11.6
2025-01-06 10:00:00,Sydney,15.4,36,9.4
2025-01-06 11:00:00,Melbourne,23.1,59,11.0
2025-01-06 12:00:00,Sydney,18.4,90,9.8
2025-01-06 13:00:00,Melbourne,21.2,52,10.0
2025-01-06 14:00:00,Melbourne,15.8,75,3.7
2025-01-06 15:00:00,Brisbane,19.1,44,26.9
2025-01-06 16:00:00,Brisbane,15.8,51,31.4
2025-01-06 17:00:00,Melbourne,24.6,41,8.7
2025-01-06 18:00:00,Sydney,23.6,53,35.0
2025-01-06 19:00:00,Adelaide,19.5,67,17.1
2025-01-06 20:00:00,Adelaide,15.2,83,22.2
2025-01-06 21:00:00,Brisbane,26.0,59,19.3
2025-01-06 22:00:00,Adelaide,18.6,49,21.8
2025-01-06 23:00:00,Adelaide,15.7,77,14.9
2025-01-07 00:00:00,Brisbane,23.9,87,22.9
2025-01-07 01:00:00,Perth,24.5,77,20.1
2025-01-07 02:00:00,Perth,32.7,83,3.6
2025-01-07 03:00:00,Melbourne,30.8,49,16.0
2025-01-07 04:00:00,Adelaide,25.4,48,12.8
2025-01-07 05:00:00,Melbourne,11.8,55,7.1
2025-01-07 06:00:00,Perth,22.7,92,14.0
2025-01-07 07:00:00,Perth,17.3,90,33.5
2025-01-07 08:00:00,Adelaide,27.0,80,10.0
2025-01-07 09:00:00,Melbourne,23.8,78,16.7
2025-01-07 10:00:00,Sydney,24.2,84,10.2
2025-01-07 11:00:00,Melbourne,13.7,68,33.0
2025-01-07 12:00:00,Melbourne,20.2,75,15.7
2025-01-07 13:00:00,Sydney,23.8,84,30.3
2025-01-07 14:00:00,Adelaide,22.5,91,6.4
2025-01-07 15:00:00,Adelaide,16.8,42,7.3
2025-01-07 16:00:00,Melbourne,19.0,84,12.0
2025-01-07 17:00:00,Adelaide,23.7,91,25.9
2025-01-07 18:00:00,Brisbane,15.6,44,10.5
2025-01-07 19:00:00,Sydney,17.1,75,5.7
2025-01-07 20:00:00,Melbourne,23.1,35,5.5
2025-01-07 21:00:00,Perth,27.8,38,9.7
2025-01-07 22:00:00,Sydney,19.0,75,22.7
2025-01-07 23:00:00,Melbourne,23.1,90,27.9
2025-01-08 00:00:00,Sydney,20.7,55,9.5
2025-01-08 01:00:00,Sydney,28.0,73,8.8
2025-01-08 02:00:00,Brisbane,21.7,92,2.6
2025-01-08 03:00:00,Melbourne,19.3,71,11.1
2025-01-08 04:00:00,Melbourne,15.0,66,28.9
2025-01-08 05:00:00,Adelaide,28.6,70,7.4
2025-01-08 06:00:00,Perth,18.1,71,16.2
2025-01-08 07:00:00,Perth,23.8,46,19.2
2025-01-08 08:00:00,Melbourne,13.3,75,13.9
2025-01-08 09:00:00,Melbourne,17.2,87,9.2
2025-01-08 10:00:00,Sydney,17.6,74,3.9
2025-01-08 11:00:00,Sydney,21.5,61,20.5
2025-01-08 12:00:00,Brisbane,17.7,53,12.0
2025-01-08 13:00:00,Sydney,23.1,58,9.7
2025-01-08 14:00:00,Sydney,18.1,65,28.9
2025-01-08 15:00:00,Adelaide,26.2,54,12.9
2025-01-08 16:00:00,Brisbane,18.1,38,18.0
2025-01-08 17:00:00,Perth,16.7,69,2.2
2025-01-08 18:00:00,Brisbane,5.6,94,4.7
2025-01-08 19:00:00,Adelaide,19.3,55,8.7
2025-01-08 20:00:00,Melbourne,17.4,68,26.9
2025-01-08 21:00:00,Perth,29.6,66,31.6
2025-01-08 22:00:00,Sydney,25.5,73,7.2
2025-01-08 23:00:00,Melbourne,22.5,41,13.0
2025-01-09 00:00:00,Sydney,22.3,79,13.6
2025-01-09 01:00:00,Melbourne,19.7,71,2.8
2025-01-09 02:00:00,Perth,28.9,70,16.7
2025-01-09 03:00:00,Adelaide,19.1,37,13.3
2025-01-09 04:00:00,Sydney,27.6,41,11.3
2025-01-09 05:00:00,Adelaide,25.0,35,29.7
2025-01-09 06:00:00,Brisbane,30.9,83,21.8
2025-01-09 07:00:00,Brisbane,17.7,41,26.0
2025-01-09 08:00:00,Perth,26.5,81,2.7
2025-01-09 09:00:00,Melbourne,17.5,40,15.2
2025-01-09 10:00:00,Melbourne,25.8,74,10.0
2025-01-09 11:00:00,Melbourne,21.1,40,20.6
2025-01-09 12:00:00,Brisbane,13.8,86,3.2
2025-01-09 13:00:00,Sydney,21.6,85,11.4
2025-01-09 14:00:00,Melbourne,18.7,69,9.3
2025-01-09 15:00:00,Perth,23.9,51,20.0
2025-01-09 16:00:00,Melbourne,22.4,67,22.0
2025-01-09 17:00:00,Adelaide,20.3,72,6.4
2025-01-09 18:00:00,Adelaide,16.7,38,32.7
2025-01-09 19:00:00,Brisbane,17.0,62,2.5
2025-01-09 20:00:00,Melbourne,16.7,58,27.0
2025-01-09 21:00:00,Sydney,21.5,53,3.0
2025-01-09 22:00:00,Melbourne,20.4,66,8.8
2025-01-09 23:00:00,Melbourne,22.2,81,8.7
2025-01-10 00:00:00,Brisbane,17.0,68,14.4
2025-01-10 01:00:00,Brisbane,22.2,57,7.9
2025-01-10 02:00:00,Adelaide,14.1,58,6.0
2025-01-10 03:00:00,Sydney,17.8,35,25.4
2025-01-10 04:00:00,Perth,24.2,63,3.3
2025-01-10 05:00:00,Melbourne,20.3,86,1.9
2025-01-10 06:00:00,Adelaide,18.4,57,27.8
2025-01-10 07:00:00,Adelaide,19.3,64,23.8
2025-01-10 08:00:00,Sydney,29.9,53,7.3
2025-01-10 09:00:00,Perth,24.0,81,4.0
2025-01-10 10:00:00,Melbourne,20.9,40,3.8
2025-01-10 11:00:00,Melbourne,24.4,57,16.9
2025-01-10 12:00:00,Brisbane,26.8,47,0.5
2025-01-10 13:00:00,Adelaide,18.4,60,15.7
2025-01-10 14:00:00,Brisbane,19.4,62,7.3
2025-01-10 15:00:00,Melbourne,29.9,36,9.0
2025-01-10 16:00:00,Melbourne,26.0,86,13.0
2025-01-10 17:00:00,Melbourne,20.2,52,3.9
2025-01-10 18:00:00,Brisbane,16.4,49,4.6
2025-01-10 19:00:00,Brisbane,25.5,46,0.2
2025-01-10 20:00:00,Sydney,17.8,64,12.9
2025-01-10 21:00:00,Brisbane,24.2,76,7.7
2025-01-10 22:00:00,Brisbane,26.3,94,7.4
2025-01-10 23:00:00,Adelaide,18.8,84,2.4
2025-01-11 00:00:00,Perth,15.9,75,8.9
2025-01-11 01:00:00,Melbourne,21.5,92,6.9
2025-01-11 02:00:00,Brisbane,25.5,57,5.6
2025-01-11 03:00:00,Sydney,22.9,92,6.5
2025-01-11 04:00:00,Sydney,17.9,36,9.9
2025-01-11 05:00:00,Adelaide,21.8,85,14.3
2025-01-11 06:00:00,Adelaide,25.0,73,5.8
2025-01-11 07:00:00,Perth,20.8,37,7.0
2025-01-11 08:00:00,Perth,14.5,42,12.9
2025-01-11 09:00:00,Brisbane,17.8,51,1.9
2025-01-11 10:00:00,Brisbane,20.1,72,31.6
2025-01-11 11:00:00,Sydney,33.6,59,13.1
2025-01-11 12:00:00,Sydney,17.2,81,16.9
2025-01-11 13:00:00,Melbourne,17.0,65,14.1
2025-01-11 14:00:00,Brisbane,33.3,94,29.8
2025-01-11 15:00:00,Sydney,21.9,91,14.7
2025-01-11 16:00:00,Perth,23.1,43,11.0
2025-01-11 17:00:00,Sydney,20.5,87,3.7
2025-01-11 18:00:00,Sydney,22.6,88,12.0
2025-01-11 19:00:00,Melbourne,8.2,93,10.0
2025-01-11 20:00:00,Melbourne,20.6,73,20.1
2025-01-11 21:00:00,Brisbane,19.9,67,12.8
2025-01-11 22:00:00,Melbourne,18.5,41,16.2
2025-01-11 23:00:00,Adelaide,19.3,63,13.4
2025-01-12 00:00:00,Sydney,23.5,58,4.4
2025-01-12 01:00:00,Brisbane,22.0,73,16.1
2025-01-12 02:00:00,Adelaide,15.8,59,5.9
2025-01-12 03:00:00,Adelaide,15.1,85,9.6
2025-01-12 04:00:00,Perth,13.8,92,19.6
2025-01-12 05:00:00,Sydney,12.8,82,4.7
2025-01-12 06:00:00,Perth,21.9,56,26.0
2025-01-12 07:00:00,Adelaide,25.5,93,56.3
2025-01-12 08:00:00,Melbourne,27.8,61,14.8
2025-01-12 09:00:00,Adelaide,23.9,49,6.5
2025-01-12 10:00:00,Brisbane,21.1,43,9.0
2025-01-12 11:00:00,Sydney,13.3,48,15.9
2025-01-12 12:00:00,Melbourne,17.7,85,16.4
2025-01-12 13:00:00,Melbourne,20.6,43,10.6
2025-01-12 14:00:00,Perth,18.9,68,5.4
2025-01-12 15:00:00,Adelaide,27.1,60,6.7
2025-01-12 16:00:00,Perth,17.9,52,34.1
2025-01-12 17:00:00,Melbourne,12.4,76,13.4
2025-01-12 18:00:00,Perth,13.9,54,15.9
2025-01-12 19:00:00,Perth,26.8,50,11.4
2025-01-12 20:00:00,Brisbane,21.5,86,12.4
2025-01-12 21:00:00,Sydney,13.8,79,6.9
2025-01-12 22:00:00,Adelaide,15.3,81,23.4
2025-01-12 23:00:00,Adelaide,19.8,85,14.5
2025-01-13 00:00:00,Sydney,20.2,79,41.9
2025-01-13 01:00:00,Sydney,17.6,35,29.8
2025-01-13 02:00:00,Melbourne,12.6,47,1.9
2025-01-13 03:00:00,Sydney,22.3,77,3.6
2025-01-13 04:00:00,Perth,18.3,92,17.4
2025-01-13 05:00:00,Brisbane,24.6,85,26.5
2025-01-13 06:00:00,Brisbane,23.9,50,3.6
2025-01-13 07:00:00,Brisbane,21.1,58,8.5
2025-01-13 08:00:00,Perth,26.3,77,13.4
2025-01-13 09:00:00,Melbourne,17.8,79,9.6
2025-01-13 10:00:00,Sydney,15.0,50,11.6
2025-01-13 11:00:00,Melbourne,21.0,85,20.8
2025-01-13 12:00:00,Perth,18.0,49,15.9
2025-01-13 13:00:00,Adelaide,23.6,38,13.9
2025-01-13 14:00:00,Adelaide,22.6,42,15.7
2025-01-13 15:00:00,Sydney,21.9,36,18.0
2025-01-13 16:00:00,Adelaide,14.4,41,31.8
2025-01-13 17:00:00,Perth,21.9,36,1.0
2025-01-13 18:00:00,Perth,28.9,65,11.3
2025-01-13 19:00:00,Brisbane,16.1,37,10.6
2025-01-13 20:00:00,Adelaide,15.9,55,9.4
2025-01-13 21:00:00,Perth,15.2,75,42.7
2025-01-13 22:00:00,Sydney,18.4,67,19.6
2025-01-13 23:00:00,Adelaide,10.3,83,1.8
2025-01-14 00:00:00,Adelaide,21.7,38,26.2
2025-01-14 01:00:00,Melbourne,13.5,38,11.8
2025-01-14 02:00:00,Brisbane,28.0,92,7.1
2025-01-14 03:00:00,Melbourne,26.8,64,5.0
2025-01-14 04:00:00,Melbourne,18.6,58,7.5
2025-01-14 05:00:00,Brisbane,15.0,36,28.7
2025-01-14 06:00:00,Brisbane,14.1,66,11.8
2025-01-14 07:00:00,Adelaide,22.6,70,13.3
2025-01-14 08:00:00,Sydney,15.8,90,12.7
2025-01-14 09:00:00,Brisbane,26.2,51,3.2
2025-01-14 10:00:00,Sydney,20.9,72,5.7
2025-01-14 11:00:00,Sydney,18.3,48,18.6
2025-01-14 12:00:00,Melbourne,24.0,58,3.6
2025-01-14 13:00:00,Brisbane,31.8,47,27.3
2025-01-14 14:00:00,Melbourne,28.4,84,12.3
2025-01-14 15:00:00,Perth,28.0,52,29.6
2025-01-14 16:00:00,Brisbane,15.7,40,2.6
2025-01-14 17:00:00,Melbourne,30.0,87,7.0
2025-01-14 18:00:00,Adelaide,17.1,80,29.1
2025-01-14 19:00:00,Perth,19.7,77,15.8
2025-01-14 20:00:00,Melbourne,28.0,64,5.9
2025-01-14 21:00:00,Sydney,11.9,79,15.5
2025-01-14 22:00:00,Adelaide,24.6,76,7.9
2025-01-14 23:00:00,Brisbane,9.5,49,24.1
2025-01-15 00:00:00,Brisbane,18.8,59,2.7
2025-01-15 01:00:00,Sydney,13.3,92,14.8
2025-01-15 02:00:00,Sydney,13.9,65,3.7
2025-01-15 03:00:00,Brisbane,21.6,41,7.1
2025-01-15 04:00:00,Melbourne,31.4,41,6.7
2025-01-15 05:00:00,Melbourne,15.2,43,12.8
2025-01-15 06:00:00,Adelaide,13.8,54,22.3
2025-01-15 07:00:00,Perth,27.2,52,2.7
2025-01-15 08:00:00,Perth,16.6,90,7.8
2025-01-15 09:00:00,Melbourne,18.6,75,15.4
2025-01-15 10:00:00,Adelaide,14.1,66,17.0
2025-01-15 11:00:00,Sydney,16.8,41,13.9
2025-01-15 12:00:00,Sydney,19.0,47,14.7
2025-01-15 13:00:00,Brisbane,23.2,85,8.3
2025-01-15 14:00:00,Adelaide,21.5,72,10.7
2025-01-15 15:00:00,Melbourne,25.8,63,3.7
2025-01-15 16:00:00,Brisbane,17.8,40,28.3
2025-01-15 17:00:00,Melbourne,22.2,51,16.8
2025-01-15 18:00:00,Adelaide,24.7,40,5.8
2025-01-15 19:00:00,Sydney,18.9,56,20.8
2025-01-15 20:00:00,Adelaide,20.3,40,23.6
2025-01-15 21:00:00,Brisbane,24.4,45,10.4
2025-01-15 22:00:00,Perth,19.8,41,8.0
2025-01-15 23:00:00,Adelaide,15.3,72,12.3
2025-01-16 00:00:00,Brisbane,17.1,38,26.0
2025-01-16 01:00:00,Sydney,13.4,86,5.9
2025-01-16 02:00:00,Adelaide,27.2,48,5.5
2025-01-16 03:00:00,Melbourne,26.5,43,17.0
2025-01-16 04:00:00,Melbourne,18.5,81,14.6
2025-01-16 05:00:00,Melbourne,28.0,36,12.7
2025-01-16 06:00:00,Melbourne,24.4,72,30.7
2025-01-16 07:00:00,Melbourne,24.4,75,9.6
2025-01-16 08:00:00,Sydney,8.4,36,16.7
2025-01-16 09:00:00,Sydney,22.8,74,19.0
2025-01-16 10:00:00,Brisbane,27.5,76,15.4
2025-01-16 11:00:00,Sydney,21.1,82,3.8
2025-01-16 12:00:00,Perth,19.9,40,34.0
2025-01-16 13:00:00,Brisbane,14.7,84,24.3
2025-01-16 14:00:00,Adelaide,19.2,46,16.8
2025-01-16 15:00:00,Sydney,22.6,88,14.9
2025-01-16 16:00:00,Brisbane,16.4,58,8.8
2025-01-16 17:00:00,Sydney,11.1,71,36.7
2025-01-16 18:00:00,Melbourne,17.5,48,13.0
2025-01-16 19:00:00,Perth,21.1,55,32.1
2025-01-16 20:00:00,Brisbane,7.9,56,15.6
2025-01-16 21:00:00,Brisbane,15.4,76,9.4
2025-01-16 22:00:00,Melbourne,24.5,94,9.8
2025-01-16 23:00:00,Adelaide,6.4,78,4.7
2025-01-17 00:00:00,Sydney,26.2,57,2.7
2025-01-17 01:00:00,Brisbane,16.2,55,15.3
2025-01-17 02:00:00,Brisbane,9.8,50,17.7
2025-01-17 03:00:00,Adelaide,20.5,87,9.9
2025-01-17 04:00:00,Adelaide,31.5,61,8.3
2025-01-17 05:00:00,Brisbane,15.5,65,9.5
2025-01-17 06:00:00,Brisbane,19.3,78,5.9
2025-01-17 07:00:00,Adelaide,10.1,74,7.8
2025-01-17 08:00:00,Melbourne,22.7,62,19.2
2025-01-17 09:00:00,Sydney,19.8,43,13.8
2025-01-17 10:00:00,Adelaide,21.9,40,25.2
2025-01-17 11:00:00,Brisbane,26.4,41,6.8
2025-01-17 12:00:00,Perth,14.3,70,2.6
2025-01-17 13:00:00,Sydney,23.5,81,10.6
2025-01-17 14:00:00,Brisbane,23.7,48,10.1
2025-01-17 15:00:00,Perth,22.1,67,13.0
2025-01-17 16:00:00,Melbourne,13.4,91,4.1
2025-01-17 17:00:00,Melbourne,20.8,83,15.7
2025-01-17 18:00:00,Melbourne,18.6,55,11.0
2025-01-17 19:00:00,Melbourne,21.5,85,5.7
2025-01-17 20:00:00,Sydney,18.0,57,9.4
2025-01-17 21:00:00,Adelaide,17.2,55,20.0
2025-01-17 22:00:00,Perth,22.2,67,20.5
2025-01-17 23:00:00,Melbourne,24.7,72,18.4
2025-01-18 00:00:00,Melbourne,14.7,80,6.3
2025-01-18 01:00:00,Sydney,25.0,40,7.4
2025-01-18 02:00:00,Melbourne,23.6,86,32.4
2025-01-18 03:00:00,Perth,23.9,72,3.4
2025-01-18 04:00:00,Adelaide,21.7,60,7.2
2025-01-18 05:00:00,Melbourne,23.5,86,30.1
2025-01-18 06:00:00,Perth,19.1,52,14.9
2025-01-18 07:00:00,Melbourne,22.2,76,3.9
2025-01-18 08:00:00,Perth,34.0,57,12.1
2025-01-18 09:00:00,Sydney,29.3,77,5.1
2025-01-18 10:00:00,Brisbane,19.2,82,19.5
2025-01-18 11:00:00,Brisbane,23.5,41,2.6
2025-01-18 12:00:00,Sydney,27.8,43,8.3
2025-01-18 13:00:00,Perth,30.7,49,10.5
2025-01-18 14:00:00,Melbourne,19.2,54,5.2
2025-01-18 15:00:00,Adelaide,23.1,84,11.9
2025-01-18 16:00:00,Perth,18.1,61,24.2
2025-01-18 17:00:00,Perth,18.9,53,10.1
2025-01-18 18:00:00,Brisbane,19.5,57,4.4
2025-01-18 19:00:00,Sydney,24.3,77,17.8
2025-01-18 20:00:00,Sydney,13.0,50,12.7
2025-01-18 21:00:00,Melbourne,24.0,70,17.6
2025-01-18 22:00:00,Melbourne,25.9,88,20.6
2025-01-18 23:00:00,Brisbane,13.2,37,4.4
2025-01-19 00:00:00,Brisbane,19.9,82,6.1
2025-01-19 01:00:00,Melbourne,22.3,37,24.8
2025-01-19 02:00:00,Adelaide,28.9,66,7.4
2025-01-19 03:00:00,Melbourne,23.5,66,0.9
2025-01-19 04:00:00,Sydney,19.3,50,2.7
2025-01-19 05:00:00,Brisbane,15.5,59,11.7
2025-01-19 06:00:00,Perth,17.9,74,8.8
2025-01-19 07:00:00,Adelaide,15.5,91,10.7
2025-01-19 08:00:00,Perth,12.7,56,22.7
2025-01-19 09:00:00,Melbourne,23.3,66,14.0
2025-01-19 10:00:00,Brisbane,19.3,72,8.7
2025-01-19 11:00:00,Brisbane,14.5,48,13.0
2025-01-19 12:00:00,Adelaide,31.1,39,1.2
2025-01-19 13:00:00,Sydney,16.6,67,18.0
2025-01-19 14:00:00,Sydney,20.3,84,11.6
2025-01-19 15:00:00,Melbourne,23.7,71,14.8
2025-01-19 16:00:00,Brisbane,18.9,45,12.7
2025-01-19 17:00:00,Sydney,24.5,84,21.7
2025-01-19 18:00:00,Perth,22.6,69,22.2
2025-01-19 19:00:00,Brisbane,16.3,91,12.4
2025-01-19 20:00:00,Melbourne,19.2,48,15.4
2025-01-19 21:00:00,Adelaide,25.6,55,9.4
2025-01-19 22:00:00,Perth,24.9,55,4.7
2025-01-19 23:00:00,Sydney,16.1,69,11.4
2025-01-20 00:00:00,Sydney,15.7,37,19.9
2025-01-20 01:00:00,Adelaide,15.2,40,19.2
2025-01-20 02:00:00,Brisbane,30.4,91,14.2
2025-01-20 03:00:00,Melbourne,19.5,62,12.3
2025-01-20 04:00:00,Adelaide,14.1,52,5.0
2025-01-20 05:00:00,Brisbane,21.5,47,15.8
2025-01-20 06:00:00,Adelaide,26.5,54,2.8
2025-01-20 07:00:00,Sydney,15.8,53,23.9
2025-01-20 08:00:00,Perth,20.3,46,43.8
2025-01-20 09:00:00,Adelaide,22.4,66,3.5
2025-01-20 10:00:00,Melbourne,22.1,60,6.3
2025-01-20 11:00:00,Perth,16.8,66,19.9
2025-01-20 12:00:00,Adelaide,16.1,43,28.2
2025-01-20 13:00:00,Brisbane,20.8,42,33.6
2025-01-20 14:00:00,Brisbane,20.5,73,7.7
2025-01-20 15:00:00,Brisbane,27.7,93,20.3
2025-01-20 16:00:00,Melbourne,26.1,51,7.0
2025-01-20 17:00:00,Brisbane,17.3,76,4.5
2025-01-20 18:00:00,Melbourne,19.7,91,68.6
2025-01-20 19:00:00,Perth,15.4,83,7.0
2025-01-20 20:00:00,Perth,28.6,47,18.3
2025-01-20 21:00:00,Adelaide,15.6,62,35.6
2025-01-20 22:00:00,Brisbane,13.3,73,2.8
2025-01-20 23:00:00,Brisbane,25.0,53,7.3
2025-01-21 00:00:00,Sydney,18.5,72,8.7
2025-01-21 01:00:00,Adelaide,13.0,42,6.2
2025-01-21 02:00:00,Sydney,24.6,89,33.0
2025-01-21 03:00:00,Brisbane,11.7,82,14.2
2025-01-21 04:00:00,Sydney,19.7,72,9.3
2025-01-21 05:00:00,Adelaide,18.8,86,6.2
2025-01-21 06:00:00,Perth,22.0,81,12.1
2025-01-21 07:00:00,Brisbane,17.2,79,21.5
2025-01-21 08:00:00,Melbourne,21.8,43,14.5
