event_timestamp,symbol,price,volume,trade_value,event_date
2025-01-01 01:28:00,MQG,64.93,22304,1448222.14,2025-01-01
2025-01-01 01:29:00,BHP,147.51,19623,2894513.13,2025-01-01
2025-01-01 01:30:00,WBC,92.8,21882,2030722.56,2025-01-01
2025-01-01 01:31:00,ANZ,177.45,38242,6785956.76,2025-01-01
2025-01-01 01:32:00,WES,97.74,32131,3140574.09,2025-01-01
2025-01-01 01:33:00,MQG,66.98,23060,1544557.72,2025-01-01
2025-01-01 01:34:00,NAB,138.52,26369,3652661.96,2025-01-01
2025-01-01 01:35:00,WOW,102.65,7747,795193.71,2025-01-01
2025-01-01 01:36:00,TLS,34.1,20436,696784.64,2025-01-01
2025-01-01 01:37:00,MQG,64.77,50029,3240434.35,2025-01-01
2025-01-01 01:38:00,TLS,39.32,13326,523932.79,2025-01-01
2025-01-01 01:39:00,NAB,138.58,18479,2560901.14,2025-01-01
2025-01-01 01:40:00,MQG,65.93,51108,3369424.42,2025-01-01
2025-01-01 01:41:00,CSL,110.87,31404,3481840.16,2025-01-01
2025-01-01 01:42:00,ANZ,177.51,20449,3630002.25,2025-01-01
2025-01-01 01:43:00,CSL,106.57,34529,3679792.52,2025-01-01
2025-01-01 01:44:00,WOW,99.73,27102,2702786.95,2025-01-01
2025-01-01 01:45:00,WOW,104.6,21094,2206377.26,2025-01-01
2025-01-01 01:46:00,TLS,37.61,34881,1311841.63,2025-01-01
2025-01-01 01:47:00,BHP,149.11,7813,1164970.52,2025-01-01
2025-01-01 01:48:00,WES,103.62,14792,1532751.73,2025-01-01
2025-01-01 01:49:00,TLS,36.11,40919,1477722.32,2025-01-01
2025-01-01 01:50:00,WES,101.21,14351,1452414.76,2025-01-01
2025-01-01 01:51:00,BHP,146.92,21102,3100256.86,2025-01-01
2025-01-01 01:52:00,WOW,99.79,18609,1856958.95,2025-01-01
2025-01-01 01:53:00,TLS,37.46,11407,427314.52,2025-01-01
2025-01-01 01:54:00,NAB,138.76,20973,2910191.39,2025-01-01
2025-01-01 01:55:00,CSL,108.71,19828,2155422.55,2025-01-01
2025-01-01 01:56:00,WES,102.97,15186,1563668.07,2025-01-01
2025-01-01 01:57:00,WES,104.18,28955,3016393.18,2025-01-01
2025-01-01 01:58:00,WBC,96.52,22128,2135859.45,2025-01-01
2025-01-01 01:59:00,WES,101.56,40813,4144777.9,2025-01-01
2025-01-01 02:00:00,NAB,134.54,25384,3415268.26,2025-01-01
2025-01-01 02:01:00,TLS,35.67,22308,795770.17,2025-01-01
2025-01-01 02:02:00,MQG,62.94,19418,1222168.54,2025-01-01
2025-01-01 02:03:00,CBA,35.9,24422,876843.45,2025-01-01
2025-01-01 02:04:00,WOW,102.25,29095,2974857.03,2025-01-01
2025-01-01 02:05:00,TLS,37.48,22913,858765.96,2025-01-01
2025-01-01 02:06:00,TLS,34.89,15709,548112.84,2025-01-01
2025-01-01 02:07:00,WES,101.87,12883,1312419.78,2025-01-01
2025-01-01 02:08:00,ANZ,177.51,15219,2701551.55,2025-01-01
2025-01-01 02:09:00,WBC,91.6,11642,1066449.0,2025-01-01
2025-01-01 02:10:00,CSL,108.97,29113,3172311.98,2025-01-01
2025-01-01 02:11:00,BHP,145.12,11050,1603532.15,2025-01-01
2025-01-01 02:12:00,NAB,136.96,25016,3426214.13,2025-01-01
2025-01-01 02:13:00,ANZ,181.2,21769,3944540.53,2025-01-01
2025-01-01 02:14:00,WOW,104.21,23509,2449906.69,2025-01-01
2025-01-01 02:15:00,ANZ,176.75,8962,1584062.39,2025-01-01
2025-01-01 02:16:00,TLS,39.68,12266,486687.06,2025-01-01
2025-01-01 02:17:00,TLS,36.25,31394,1137983.74,2025-01-01
2025-01-01 02:18:00,CBA,35.02,35766,1252423.4,2025-01-01
2025-01-01 02:19:00,MQG,66.0,13365,882121.54,2025-01-01
2025-01-01 02:20:00,ANZ,177.92,28895,5141043.66,2025-01-01
2025-01-01 02:21:00,MQG,64.76,12417,804167.51,2025-01-01
2025-01-01 02:22:00,WES,102.44,14297,1464524.03,2025-01-01
2025-01-01 02:23:00,BHP,147.47,15591,2299266.55,2025-01-01
2025-01-01 02:24:00,WBC,96.37,31422,3028207.24,2025-01-01
2025-01-01 02:25:00,MQG,65.75,14290,939571.02,2025-01-01
2025-01-01 02:26:00,NAB,136.58,27933,3814957.87,2025-01-01
2025-01-01 02:27:00,NAB,134.33,19134,2570187.81,2025-01-01
2025-01-01 02:28:00,MQG,64.9,28592,1855557.38,2025-01-01
2025-01-01 02:29:00,MQG,67.38,13350,899479.68,2025-01-01
2025-01-01 02:30:00,WES,102.65,26179,2687307.09,2025-01-01
2025-01-01 02:31:00,ANZ,174.06,26784,4662018.53,2025-01-01
2025-01-01 02:32:00,BHP,149.24,46015,6867154.61,2025-01-01
2025-01-01 02:33:00,WBC,91.29,24345,2222387.97,2025-01-01
2025-01-01 02:34:00,WOW,103.74,20543,2131143.85,2025-01-01
2025-01-01 02:35:00,TLS,35.79,23538,842510.71,2025-01-01
2025-01-01 02:36:00,WOW,102.42,37565,3847468.24,2025-01-01
2025-01-01 02:37:00,NAB,137.72,16207,2232048.5,2025-01-01
2025-01-01 02:38:00,TLS,36.59,28836,1055005.09,2025-01-01
2025-01-01 02:39:00,WBC,91.08,5648,514409.93,2025-01-01
2025-01-01 02:40:00,WES,107.24,12998,1393885.4,2025-01-01
2025-01-01 02:41:00,WBC,90.51,23621,2137868.63,2025-01-01
2025-01-01 02:42:00,NAB,136.81,14891,2037169.97,2025-01-01
2025-01-01 02:43:00,WES,105.94,7516,796279.62,2025-01-01
2025-01-01 02:44:00,CBA,38.58,25992,1002700.51,2025-01-01
2025-01-01 02:45:00,NAB,136.53,47410,6472797.9,2025-01-01
2025-01-01 02:46:00,BHP,145.66,15617,2274774.96,2025-01-01
2025-01-01 02:47:00,ANZ,176.72,35133,6208732.62,2025-01-01
2025-01-01 02:48:00,TLS,34.84,18609,648277.95,2025-01-01
2025-01-01 02:49:00,TLS,38.51,30820,1186802.58,2025-01-01
2025-01-01 02:50:00,MQG,67.51,14692,991919.24,2025-01-01
2025-01-01 02:51:00,WES,103.15,12908,1331443.07,2025-01-01
2025-01-01 02:52:00,CBA,39.92,13726,547976.16,2025-01-01
2025-01-01 02:53:00,BHP,147.54,21230,3132200.38,2025-01-01
2025-01-01 02:54:00,WES,104.73,36332,3805056.32,2025-01-01
2025-01-01 02:55:00,TLS,37.12,17689,656596.86,2025-01-01
2025-01-01 02:56:00,MQG,70.92,13952,989534.33,2025-01-01
2025-01-01 02:57:00,TLS,37.26,32887,1225449.53,2025-01-01
2025-01-01 02:58:00,NAB,137.1,24302,3331811.93,2025-01-01
2025-01-01 02:59:00,MQG,67.17,17353,1165589.83,2025-01-01
2025-01-01 03:00:00,CBA,37.03,14792,547758.79,2025-01-01
2025-01-01 03:01:00,ANZ,176.76,9463,1672661.65,2025-01-01
2025-01-01 03:02:00,TLS,36.01,26150,941682.66,2025-01-01
2025-01-01 03:03:00,TLS,32.57,23300,758872.43,2025-01-01
2025-01-01 03:04:00,CSL,109.08,25492,2780777.28,2025-01-01
2025-01-01 03:05:00,MQG,66.58,5207,346657.8,2025-01-01
2025-01-01 03:06:00,NAB,139.15,54726,7615143.14,2025-01-01
2025-01-01 03:07:00,MQG,66.1,26912,1778954.97,2025-01-01
2025-01-01 03:08:00,CBA,37.04,20739,768161.6,2025-01-01
2025-01-01 03:09:00,WBC,94.45,16729,1580126.02,2025-01-01
2025-01-01 03:10:00,BHP,147.97,13933,2061649.1,2025-01-01
2025-01-01 03:11:00,CSL,109.25,21442,2342526.49,2025-01-01
2025-01-01 03:12:00,MQG,66.01,20384,1345502.66,2025-01-01
2025-01-01 03:13:00,WES,101.18,13958,1412315.38,2025-01-01
2025-01-01 03:14:00,BHP,147.91,37333,5521875.0,2025-01-01
2025-01-01 03:15:00,BHP,145.66,8781,1279081.93,2025-01-01
2025-01-01 03:16:00,CBA,34.94,25507,891321.07,2025-01-01
2025-01-01 03:17:00,CSL,108.29,17235,1866337.12,2025-01-01
2025-01-01 03:18:00,BHP,146.95,31971,4698047.06,2025-01-01
2025-01-01 03:19:00,WBC,92.98,12563,1168053.38,2025-01-01
2025-01-01 03:20:00,ANZ,174.69,25934,4530443.55,2025-01-01
2025-01-01 03:21:00,MQG,66.81,20299,1356275.95,2025-01-01
2025-01-01 03:22:00,NAB,136.97,14407,1973395.2,2025-01-01
2025-01-01 03:23:00,WOW,107.93,28059,3028390.4,2025-01-01
2025-01-01 03:24:00,TLS,39.5,19202,758416.12,2025-01-01
2025-01-01 03:25:00,WOW,104.69,29482,3086589.02,2025-01-01
2025-01-01 03:26:00,WBC,94.79,19907,1886949.92,2025-01-01
2025-01-01 03:27:00,NAB,136.25,14322,1951340.37,2025-01-01
2025-01-01 03:28:00,BHP,144.8,21335,3089325.43,2025-01-01
2025-01-01 03:29:00,WOW,100.76,53924,5433553.29,2025-01-01
2025-01-01 03:30:00,TLS,37.09,23911,886862.33,2025-01-01
2025-01-01 03:31:00,WES,102.1,20029,2044890.54,2025-01-01
2025-01-01 03:32:00,ANZ,177.37,11487,2037464.36,2025-01-01
2025-01-01 03:33:00,CBA,36.53,42605,1556204.68,2025-01-01
2025-01-01 03:34:00,ANZ,176.15,20492,3609590.15,2025-01-01
2025-01-01 03:35:00,BHP,149.19,12257,1828670.3,2025-01-01
2025-01-01 03:36:00,WBC,90.07,26527,2389212.56,2025-01-01
2025-01-01 03:37:00,WOW,99.78,16945,1690843.97,2025-01-01
2025-01-01 03:38:00,CBA,36.66,24575,900983.94,2025-01-01
2025-01-01 03:39:00,TLS,34.62,30899,1069598.97,2025-01-01
2025-01-01 03:40:00,ANZ,180.62,25068,4527680.45,2025-01-01
2025-01-01 03:41:00,MQG,69.76,27420,1912836.5,2025-01-01
2025-01-01 03:42:00,CSL,109.55,16032,1756376.76,2025-01-01
2025-01-01 03:43:00,NAB,139.29,12925,1800263.14,2025-01-01
2025-01-01 03:44:00,CSL,113.89,52355,5962880.73,2025-01-01
2025-01-01 03:45:00,BHP,145.78,33163,4834465.1,2025-01-01
2025-01-01 03:46:00,MQG,68.62,11808,810316.89,2025-01-01
2025-01-01 03:47:00,ANZ,178.03,15430,2746997.85,2025-01-01
2025-01-01 03:48:00,WES,103.85,41205,4279228.65,2025-01-01
2025-01-01 03:49:00,CSL,106.84,39902,4263284.15,2025-01-01
2025-01-01 03:50:00,NAB,137.81,16199,2232394.21,2025-01-01
2025-01-01 03:51:00,ANZ,175.32,21862,3832932.19,2025-01-01
2025-01-01 03:52:00,WES,102.95,39916,4109272.3,2025-01-01
2025-01-01 03:53:00,NAB,139.51,13225,1845048.71,2025-01-01
2025-01-01 03:54:00,MQG,67.92,18590,1262718.24,2025-01-01
2025-01-01 03:55:00,WES,97.9,26307,2575461.75,2025-01-01
2025-01-01 03:56:00,WOW,102.39,12299,1259320.81,2025-01-01
2025-01-01 03:57:00,WES,106.07,16613,1762100.87,2025-01-01
2025-01-01 03:58:00,MQG,69.22,20420,1413521.5,2025-01-01
2025-01-01 03:59:00,TLS,34.16,34948,1193930.66,2025-01-01
2025-01-01 04:00:00,WES,101.31,31022,3142865.23,2025-01-01
2025-01-01 04:01:00,BHP,147.41,44818,6606532.78,2025-01-01
2025-01-01 04:02:00,MQG,67.37,16863,1136014.28,2025-01-01
2025-01-01 04:03:00,CBA,39.03,9905,386573.48,2025-01-01
2025-01-01 04:04:00,WES,102.88,32868,3381575.43,2025-01-01
2025-01-01 04:05:00,CSL,107.33,39870,4279424.78,2025-01-01
2025-01-01 04:06:00,NAB,135.28,22564,3052354.06,2025-01-01
2025-01-01 04:07:00,WES,101.67,27233,2768798.64,2025-01-01
2025-01-01 04:08:00,CBA,35.77,32736,1170953.71,2025-01-01
2025-01-01 04:09:00,BHP,147.26,27588,4062733.03,2025-01-01
2025-01-01 04:10:00,NAB,140.4,17957,2521237.21,2025-01-01
2025-01-01 04:11:00,CSL,106.97,33230,3554511.85,2025-01-01
2025-01-01 04:12:00,CSL,110.59,24159,2671735.29,2025-01-01
2025-01-01 04:13:00,WBC,91.66,13551,1242099.62,2025-01-01
2025-01-01 04:14:00,CBA,33.22,16359,543435.65,2025-01-01
2025-01-01 04:15:00,CBA,37.18,9458,351632.23,2025-01-01
2025-01-01 04:16:00,BHP,148.35,13342,1979305.08,2025-01-01
2025-01-01 04:17:00,CSL,110.14,27197,2995379.6,2025-01-01
2025-01-01 04:18:00,ANZ,177.2,14601,2587367.04,2025-01-01
2025-01-01 04:19:00,MQG,70.23,6830,479693.25,2025-01-01
2025-01-01 04:20:00,CBA,38.67,15777,610086.43,2025-01-01
2025-01-01 04:21:00,ANZ,173.68,26959,4682343.91,2025-01-01
2025-01-01 04:22:00,CSL,107.53,13620,1464604.94,2025-01-01
2025-01-01 04:23:00,MQG,66.71,10883,726026.86,2025-01-01
2025-01-01 04:24:00,CSL,110.34,13066,1441738.94,2025-01-01
2025-01-01 04:25:00,ANZ,178.26,24277,4327599.9,2025-01-01
2025-01-01 04:26:00,CBA,34.78,24808,862790.54,2025-01-01
2025-01-01 04:27:00,TLS,35.11,45622,1601856.09,2025-01-01
2025-01-01 04:28:00,WBC,92.19,30856,2844712.18,2025-01-01
2025-01-01 04:29:00,WBC,89.9,17452,1568975.87,2025-01-01
2025-01-01 04:30:00,MQG,69.43,25164,1747192.98,2025-01-01
2025-01-01 04:31:00,ANZ,176.98,13237,2342662.54,2025-01-01
2025-01-01 04:32:00,TLS,37.08,30486,1130331.68,2025-01-01
2025-01-01 04:33:00,CSL,107.09,10397,1113363.18,2025-01-01
2025-01-01 04:34:00,WBC,91.05,14499,1320201.78,2025-01-01
2025-01-01 04:35:00,WES,102.55,47676,4889316.27,2025-01-01
2025-01-01 04:36:00,WOW,108.57,16861,1830643.8,2025-01-01
2025-01-01 04:37:00,ANZ,179.94,18505,3329793.42,2025-01-01
2025-01-01 04:38:00,CBA,34.09,16773,571740.57,2025-01-01
2025-01-01 04:39:00,WES,98.4,24057,2367100.09,2025-01-01
2025-01-01 04:40:00,CBA,38.78,25346,982977.32,2025-01-01
2025-01-01 04:41:00,BHP,142.09,15804,2245513.69,2025-01-01
2025-01-01 04:42:00,TLS,34.74,28976,1006618.49,2025-01-01
2025-01-01 04:43:00,MQG,69.12,35485,2452646.67,2025-01-01
2025-01-01 04:44:00,WBC,95.28,10300,981433.9,2025-01-01
2025-01-01 04:45:00,WOW,102.99,25781,2655299.99,2025-01-01
2025-01-01 04:46:00,CSL,108.16,13586,1469408.91,2025-01-01
2025-01-01 04:47:00,WOW,100.75,23910,2408835.89,2025-01-01
2025-01-01 04:48:00,MQG,65.33,99608,6506969.95,2025-01-01
2025-01-01 04:49:00,CBA,36.52,20528,749599.59,2025-01-01
2025-01-01 04:50:00,WOW,104.93,19753,2072645.61,2025-01-01
2025-01-01 04:51:00,CSL,110.73,24727,2738050.74,2025-01-01
2025-01-01 04:52:00,NAB,137.29,16386,2249591.72,2025-01-01
2025-01-01 04:53:00,ANZ,179.61,18238,3275808.08,2025-01-01
2025-01-01 04:54:00,WOW,100.18,84747,8489819.04,2025-01-01
2025-01-01 04:55:00,ANZ,177.85,28166,5009416.32,2025-01-01
2025-01-01 04:56:00,ANZ,177.58,18966,3367937.7,2025-01-01
2025-01-01 04:57:00,WES,101.52,10690,1085284.36,2025-01-01
2025-01-01 04:58:00,WES,103.55,36657,3795807.37,2025-01-01
2025-01-01 04:59:00,CBA,38.3,40956,1568556.32,2025-01-01
2025-01-01 05:00:00,MQG,65.55,19191,1258058.71,2025-01-01
2025-01-01 05:01:00,WBC,94.64,59916,5670525.07,2025-01-01
2025-01-01 05:02:00,CBA,37.96,18344,696422.34,2025-01-01
2025-01-01 05:03:00,BHP,147.1,17638,2594502.98,2025-01-01
2025-01-01 05:04:00,WES,102.9,46831,4818984.81,2025-01-01
2025-01-01 05:05:00,NAB,137.98,8807,1215210.63,2025-01-01
2025-01-01 05:06:00,TLS,37.29,10994,409942.51,2025-01-01
2025-01-01 05:07:00,TLS,37.01,17050,631025.77,2025-01-01
2025-01-01 05:08:00,WBC,93.72,27455,2573095.77,2025-01-01
2025-01-01 05:09:00,ANZ,176.48,13926,2457664.81,2025-01-01
2025-01-01 05:10:00,WOW,104.27,15623,1629061.71,2025-01-01
2025-01-01 05:11:00,MQG,65.29,34176,2231204.52,2025-01-01
2025-01-01 05:12:00,CSL,109.08,21006,2291353.71,2025-01-01
2025-01-01 05:13:00,WOW,103.01,11642,1199193.53,2025-01-01
2025-01-01 05:14:00,WOW,100.9,24665,2488641.83,2025-01-01
2025-01-01 05:15:00,ANZ,177.59,8971,1593148.17,2025-01-01
2025-01-01 05:16:00,WBC,95.18,22019,2095823.63,2025-01-01
2025-01-01 05:17:00,CBA,38.82,22540,875024.58,2025-01-01
2025-01-01 05:18:00,CBA,35.02,48333,1692545.09,2025-01-01
2025-01-01 05:19:00,WOW,103.78,17479,1814003.17,2025-01-01
2025-01-01 05:20:00,MQG,66.26,47118,3121885.04,2025-01-01
2025-01-01 05:21:00,CBA,32.4,22685,735019.09,2025-01-01
2025-01-01 05:22:00,ANZ,174.59,6883,1201706.64,2025-01-01
2025-01-01 05:23:00,CSL,111.88,16799,1879511.78,2025-01-01
2025-01-01 05:24:00,BHP,146.65,28678,4205752.79,2025-01-01
2025-01-01 05:25:00,WBC,93.1,7126,663455.36,2025-01-01
2025-01-01 05:26:00,CBA,36.88,28214,1040396.21,2025-01-01
2025-01-01 05:27:00,NAB,138.35,12519,1732027.34,2025-01-01
2025-01-01 05:28:00,WES,102.76,34105,3504721.87,2025-01-01
2025-01-01 05:29:00,CSL,108.4,13305,1442218.2,2025-01-01
2025-01-01 05:30:00,ANZ,181.99,17665,3214939.63,2025-01-01
2025-01-01 05:31:00,TLS,37.99,9607,364994.6,2025-01-01
2025-01-01 05:32:00,CSL,108.83,20090,2186419.4,2025-01-01
2025-01-01 05:33:00,WES,104.32,16621,1733883.48,2025-01-01
2025-01-01 05:34:00,ANZ,176.42,47310,8346623.61,2025-01-01
2025-01-01 05:35:00,TLS,38.98,30794,1200453.88,2025-01-01
2025-01-01 05:36:00,WBC,95.63,11133,1064609.03,2025-01-01
2025-01-01 05:37:00,TLS,37.5,30732,1152336.23,2025-01-01
2025-01-01 05:38:00,BHP,144.43,14616,2110986.21,2025-01-01
2025-01-01 05:39:00,ANZ,180.61,33752,6095927.82,2025-01-01
2025-01-01 05:40:00,CSL,108.0,17884,1931436.94,2025-01-01
2025-01-01 05:41:00,TLS,35.03,14917,522584.87,2025-01-01
2025-01-01 05:42:00,ANZ,179.59,12390,2225118.42,2025-01-01
2025-01-01 05:43:00,CBA,36.87,8417,310336.52,2025-01-01
2025-01-01 05:44:00,BHP,145.37,33551,4877312.15,2025-01-01
2025-01-01 05:45:00,WOW,104.83,33336,3494634.18,2025-01-01
2025-01-01 05:46:00,WOW,100.74,25735,2592585.78,2025-01-01
2025-01-01 05:47:00,CBA,39.74,37207,1478713.48,2025-01-01
2025-01-01 05:48:00,NAB,138.85,20230,2808898.5,2025-01-01
2025-01-01 05:49:00,WOW,104.34,22467,2344306.69,2025-01-01
2025-01-01 05:50:00,NAB,138.56,13909,1927259.43,2025-01-01
2025-01-01 05:51:00,WOW,103.26,14299,1476506.93,2025-01-01
2025-01-01 05:52:00,WOW,102.12,15383,1570911.56,2025-01-01
2025-01-01 05:53:00,WOW,103.77,16176,1678599.76,2025-01-01
2025-01-01 05:54:00,BHP,148.23,20115,2981637.17,2025-01-01
2025-01-01 05:55:00,CBA,39.17,46562,1823756.65,2025-01-01
2025-01-01 05:56:00,BHP,145.02,13388,1941570.52,2025-01-01
2025-01-01 05:57:00,BHP,148.83,24573,3657220.12,2025-01-01
2025-01-01 05:58:00,WOW,103.67,48179,4994686.06,2025-01-01
2025-01-01 05:59:00,NAB,138.61,6830,946717.77,2025-01-01
2025-01-01 06:00:00,MQG,68.2,20630,1407068.84,2025-01-01
2025-01-01 06:01:00,ANZ,175.55,15997,2808292.44,2025-01-01
2025-01-01 06:02:00,NAB,137.09,8599,1178860.76,2025-01-01
2025-01-01 06:03:00,CSL,107.92,20363,2197592.39,2025-01-01
2025-01-01 06:04:00,ANZ,180.65,51462,9296533.94,2025-01-01
2025-01-01 06:05:00,WES,100.28,51561,5170738.25,2025-01-01
2025-01-01 06:06:00,MQG,68.29,27094,1850353.17,2025-01-01
2025-01-01 06:07:00,ANZ,175.42,8643,1516165.61,2025-01-01
2025-01-01 06:08:00,TLS,39.45,31276,1233762.12,2025-01-01
2025-01-01 06:09:00,ANZ,177.28,11300,2003262.08,2025-01-01
2025-01-01 06:10:00,BHP,146.77,18068,2651797.21,2025-01-01
2025-01-01 06:11:00,ANZ,176.06,15951,2808398.5,2025-01-01
2025-01-01 06:12:00,ANZ,175.17,10515,1841876.29,2025-01-01
2025-01-01 06:13:00,WES,105.11,20278,2131341.99,2025-01-01
2025-01-01 06:14:00,WOW,103.41,17773,1837825.37,2025-01-01
2025-01-01 06:15:00,NAB,136.06,22992,3128187.77,2025-01-01
2025-01-01 06:16:00,WOW,104.63,21167,2214637.97,2025-01-01
2025-01-01 06:17:00,TLS,38.15,14528,554186.94,2025-01-01
